"La atención al cliente en este stand es excepcional y mejora la experiencia del evento, lo mismo ocurre en El Corte Inglés.",9601,"9601,9601,9601"
La atención a mis solicitudes ha sido decepcionante por parte de Nespresso. Excelente relación calidad-precio en sus productos.,"808,9201","808,9201"
La actitud y entusiasmo de los dependientes en El Corte Inglés fortalece mi elección de compra.,9601,9601
INTENTAR HACER CÀPSULAS ECOLÓGICAS.,302,9301
Indignante que tarden tanto en reparar mi máquina,403,402
Impresionante cómo han posicionado el producto en el mercado con su marketing. Lo único que mejoraría sería el reciclaje de las cápsulas,"9202,0301","9202,0301"
Hice una suscripción cuando compré una máquina y ahora resulta que cuando la inserto no funciona y he hablado con Nespresso y no me lo solucionan.,205,401
"Hice un pedido el 11 de agosto por teléfono, y el 19 de agosto ya lo había recibido puntualmente.",9101,9101
He tenido una mala experiencia con el servicio de atención al cliente de El Corte Inglés.,601,601
"He mandado a arreglar tres veces la cafetera, si me han dejado otra y no me he quedado sin café ningún día, pero espero que me den una nueva puesto que no tiene ni un año y ya no me fío de ella",207,"0405,9401,0401"
He hecho un pedido el 11de agosto por teléfono y hoy día 19 de agosto no lo he recibido...,102,102
"he enfrentado dificultades para comprar las ediciones especiales de Vertuo, como los sabores de pastel de calabaza y galleta de jengibre.",206,208
"Hay suficientes puntos de reciclaje disponibles. El café no sale muy caliente , está es la pega que yo veo","9301,0208","9301,0206,0009"
Han eliminado algunos cafés que no eran de edición limitada…,206,208
Han dejado de enviar las bolsas de reciclaje con los pedidos?,301,301
"Fue reconfortante descubrir que la caja de mi cafetera llegó en perfecto estado. Esta es una señal de un servicio de entrega cuidadoso y confiable. La máquina de sustitución que me dieron como cortesía no funcionaba correctamente, lo que hizo que mi experiencia fuera aún peor.","9101,0405","9101,9201,0405,0009"
Facilidad para hacer pedidos y rapidez en la entrega.,9501,"9101,9201"
Extraño tener la oportunidad de probar diferentes variedades de café antes de comprar.,702,9206
"Experimenté problemas similares dos veces al llamar a Nespresso; la primera vez me dijeron que estaba solucionado, pero no lo fue. Pedí un reembolso y la empresa nunca devolvió el dinero. Es una falta de respeto al cliente.","808,0202",808
"Estoy muy satisfecho porque el paquete llegó en perfectas condiciones, sin daños en la caja ni derrames en las cápsulas. No puedo creer lo fácil que es comprar en línea, sin errores en su sitio web.","9101,9501","9101,9501,9201"
"Estoy muy satisfecho porque el paquete llegó en perfectas condiciones, sin daños en la caja ni derrames en las cápsulas. La cafetera no tiene presión ni después de la reparación.","9101,0401","9101,9101,0401"
"Estoy muy satisfecho porque el paquete llegó en perfectas condiciones, sin daños en la caja ni derrames en las cápsulas. Aprecio mucho la oportunidad de probar cafés de edición especial en la tienda.","9101,9702","9101,9201,9201"
Estoy muy insatisfecho con el servicio de mensajería DHL debido a entregas incorrectas y tardías.,104,104
Estoy muy decepcionado porque el paquete llegó roto y algunas cápsulas se derramaron.,101,101
Estoy muy contento con mi nueva máquina Vertuo Plus.,9401,9201
Estoy molesto porque falta una pieza importante en mi pedido y no puedo utilizar el producto.,103,103
"Estoy esperando mi cafetera desde hace mucho tiempo, y el retraso en la entrega está arruinando mi entusiasmo. Encantado por recibir la bolsa de reciclaje.","102,9301","102,9301"
"Estoy esperando mi cafetera desde hace mucho tiempo, y el retraso en la entrega está arruinando mi entusiasmo.",102,102
Estoy decepcionado por la falta de cumplimiento en la entrega del servicio técnico de reparación.,403,406
Estoy decepcionado por la falta de cumplimiento en la entrega de las reparaciones del servicio técnico.,403,401
Estos productos merecen ser más accesibles en términos de precio.,201,201
Estos productos deberían ser más asequibles para llegar a más personas.,201,201
"Esperaba mejores beneficios como cliente de larga data en Nespresso, pero me siento ignorado. La demora en la comunicación con el servicio técnico ha afectado negativamente mi lealtad hacia la marca de café.","204,0404",204
Es una vergüenza que el servicio técnico sea tan ineficiente y decepcionante.,406,406
"Es una pesadilla tratar de hacer un pedido en línea, el proceso de compra es complicado y frustrante. Me parece una opción poco ecológica","501,0302","0201,0203,0302"
es un producto de precio elevado,201,201
"Es un placer tratar de hacer un pedido en línea, el proceso de compra es sencillo y agradable. No puedo creer lo costosos que son estos productos. Es un robo.","9501,0201","201,0201"
"Es un placer tratar de hacer un pedido en línea, el proceso de compra es sencillo y agradable. Los dependientes aquí están completamente enfocados en satisfacer las necesidades de los clientes en las boutiques de Nespresso.","9501,9701","9701,9201,9501"
"Es un placer tratar de hacer un pedido en línea, el proceso de compra es sencillo y agradable. Disfruto del rico sabor y la variedad de opciones que ofrece.","9501,9201","9201,9501,9201"
Es triste ver cómo la calidad del servicio técnico ha caído tan bajo.,406,406
Es triste que en estas tiendas de café la degustación sea una experiencia tan poco gratificante. La renovación automática de la suscripción fue una sorpresa desagradable. Falta de transparencia total.,"702,0501","0206,0202,0202"
Es triste que en estas tiendas de café la degustación sea una experiencia tan poco gratificante. Encantado por recibir la bolsa de reciclaje.,"702,9301","702,0301"
Es la tercera vez que tengo que enviar la máquina en menos de 6 meses a reparar u cada vez que falla pierdo varias capsulas de café además del trastorno que conlleva tener que enviarla tantas veces en tan poco tiempo tenemos que estar pendientes de la recogida dem transporte,207,"0401,0401,0401,0404"
Es la mejor manera de tomar buen café y rápido.,9201,9201
"Es gratificante experimentar una atención tan sobresaliente en tiendas como Amazon, que ofrecen productos de esta marca. Las aplicaciones de esta marca de café son tan estables que nunca se bloquean.","9601,9501","9601,9201"
Es frustrante usar una aplicación tan deficiente como esta de la marca de café.,501,501
Es evidente que el personal en las tiendas de Nespresso no está adecuadamente calificado para brindar un buen servicio.,701,701
Error tras error,95,406
Envié una máquina a reparar al servicio técnico y llegó con más problemas de los enviados. Además la máquina de cortesía llegó en mal estado por lo que no se pudo utilizar.,"401,0405","401,0405"
Encantado por recibir la bolsa de reciclaje. Estoy muy molesto porque el repartidor no entregó el paquete en el horario acordado.,"9301,0104","9301,0102"
"En tienda física, sería genial que los empleados continuaran ofreciendo muestras de café como antes de la pandemia.",702,9702
"En la tienda Nespresso del centro de la ciudad, siempre recibo consejos excelentes y un trato cordial.",9701,9701
"En dos ocasiones, tuve que llamar a Nespresso, y en ambas ocasiones la situación no se resolvió adecuadamente.",808,808
En algunas tiendas ya no ofrecen café de cortesía como solían hacerlo.,702,702
"El unico problema es la parte ecologica El café no sale muy caliente , está es la pega que yo veo","302,0208","0301,0206,0206"
"El transporte pesimo, tarde  e incompleto",104,102
El tiempo de entrega demasiado largo,102,102
El servicio técnico me atiende mal,404,406
"El servicio técnico es un verdadero lastre, no cumplen con sus promesas.",406,406
El servicio de reparación no informa bien,404,404
"El servicio de entrega cumplió puntualmente el plazo de entrega prometido, lo cual es muy satisfactorio.",9101,9101
El servicio al cliente de MediaMarkt fue poco atento cuando reporté un defecto en mi máquina.,601,601
El repartidor de MRW entregó mi paquete tarde y no ofreció ninguna explicación o disculpa.,104,102
"El programa de puntos de la marca me permite obtener fantásticos obsequios. Mi pedido se ha retrasado dos veces consecutivas, y ya no confío en que llegue a tiempo.","9203,0102","0202,0102,0102"
El profesionalismo y la amabilidad de los representantes en El Corte Inglés son altamente apreciados.,9601,9601
El proceso para modificar el plan de suscripción es tedioso y consume mucho tiempo.,205,205
El personal de la boutique de Nespresso en Argüelles no cumplió con las expectativas de servicio al cliente.,701,701
"El pedido llegó con una pieza faltante, y esto afecta gravemente su funcionalidad. Nespresso & you promete cuidar a sus clientes, pero no veo evidencia de eso como cliente de mucho tiempo.","103,0204",103
"El pedido llegó con una pieza faltante, y esto afecta gravemente su funcionalidad. Compré una cafetera y cuando llegó, la caja estaba rota y el asa de la cafetera estaba partida en dos. ¿Qué tipo de servicio es este?","103,0101",103
El paquete llegó aplastado y el contenido estaba dañado. Estoy muy decepcionado con el estado en el que llegó mi cafetera. La profesionalidad y amabilidad de los dependientes en las tiendas de Nespresso son altamente apreciadas.,"101,9701","0101,0101,9701"
El equipo de Nespresso en Alicante es de 10.,9701,9701
El Corte Inglés me vendió una máquina de café que no cumple con las expectativas.,601,601
"El compromiso y la dedicación de los dependientes en las tiendas de Nespresso son evidentes y son un punto fuerte constante. La caferera vertuo no me gusta, sale el cafe frio","9701,0207","9701,0207"
El café es caro,201,201
Disfruto del rico sabor y la variedad de opciones que ofrece. Fue reconfortante descubrir que la caja de mi cafetera llegó en perfecto estado. Esta es una señal de un servicio de entrega cuidadoso y confiable.,"9201,9101","9201,9101,9101"
"Disfruté mucho probando la variedad limitada de café, una experiencia única que siempre busco. Los anuncios son engañosos. La empresa promete cosas que no cumple.","9702,0203","203,0202"
Disfrutar de Nespresso es una forma deliciosa de apoyar la causa de la sostenibilidad.,9301,9301
"Después de la reparación, mi cafetera ha recuperado su presión adecuada. Me atendieron fatal en corte inglés","9401,0601","9401,0601"
"Desde el 14/12/2021, he estado tratando de que solucionen una avería, pero la respuesta ha sido extremadamente lenta.",808,404
"Debido al problema de sostenibilidad de las cápsulas no puedo recomendar como merecería el producto. El proceso de recoger mi máquina para repararla lleva una eternidad, esto es inaceptable.","302,0402","0301,0402,0402"
Compré una cafetera en El Corte Inglés y ahora me enfrento a problemas constantes con ella.,601,601
"Compré un producto basado en su publicidad, pero resultó ser una decepción total.",203,203
"Compré un juego de cafeteras y cápsulas, y el paquete llegó en excelente estado, sin signos de maltrato en absoluto.",9101,9101
"Cometieron un error en mi pedido y en lugar de las cápsulas de café que pedí, recibí tazas de café. Eso no es lo que esperaba.",103,103
"Cada vez que visito la tienda Nespresso, me impresiona la limpieza y el orden del lugar. Compré una cafetera y cuando llegó, la caja estaba rota y el asa de la cafetera estaba partida en dos. ¿Qué tipo de servicio es este?","9701,0101","101,0101"
"Cada vez que interactúo con Nespresso, la atención y el servicio son perfectos. El servicio técnico ha solucionado el problema de mi cafetera con las cápsulas, y ahora funciona sin problemas.","9801,9401",9401
"Cada vez que intento comprar en línea, me encuentro con problemas técnicos en su sitio web. Me atendieron de manera excelente en El Corte Inglés.","501,9601","601,9601"
Cada botella de plástico que reciclamos hace la diferencia.,9301,9301
Buen trato y calidad del producto,"9801,9201","9201,9501"
Aprecio mucho las ofertas exclusivas para miembros del club de café. La demora en la entrega de las reparaciones es frustrante.,"9203,0403","202,0402"
Admirable cómo la campaña publicitaria ha creado un nuevo segmento de clientes. Me alegra que mi cafetera ya no haga ruido después de la reparación.,"9202,9401","9201,9401"
"A pesar de ser cliente de Nespresso durante años, no recibo ningún trato especial. ¿Dónde está la lealtad? Vivo en Segovia y no tengo ninguna manera de reciclar las cápsulas. Eso no me gusta nada.","204,0301","204,0301"
